iter	RMSE
0	0.003955742601
1	0.003679600052
2	0.00343164785
3	0.003210354543
4	0.003003055535
5	0.00281242376
6	0.00263815503
7	0.002484679033
8	0.002340468722
9	0.002211140056
10	0.002092393928
11	0.001994436657
12	0.00189554226
13	0.001809431271
14	0.001731240423
15	0.001665818015
16	0.001605430558
17	0.001549375648
18	0.001501260798
19	0.001455823539
20	0.001417521103
21	0.001382521838
22	0.001351826704
23	0.001323678848
24	0.001301046464
25	0.001277515187
26	0.00125832078
27	0.001241637246
28	0.001226604037
29	0.001211714398
30	0.001200003808
31	0.001188900612
32	0.001179359277
33	0.001170512528
34	0.001162609026
35	0.001155703035
36	0.001150173841
37	0.001144292693
38	0.001139290263
39	0.001134374567
40	0.001130787059
41	0.001127414235
42	0.001124446571
43	0.001121508342
44	0.001118738378
45	0.001116813592
46	0.001114882686
47	0.00111310847
48	0.001111201776
49	0.001109281392
50	0.001107849421
51	0.001106346989
52	0.001104497517
53	0.001103052469
54	0.001101773051
55	0.001100562117
56	0.001099372705
57	0.001098333719
58	0.001097129593
59	0.001096219333
60	0.001095549526
61	0.001094823687
62	0.001093750832
63	0.001093261763
64	0.001092421761
65	0.001091692748
66	0.001090389185
67	0.001089323646
68	0.001088520298
69	0.001087851197
70	0.001086005868
71	0.001085325376
72	0.001084596537
73	0.001083592682
74	0.001083307927
75	0.00108272051
76	0.001082063495
77	0.001080671069
78	0.00108003584
79	0.001078251766
80	0.001077894891
81	0.001077531523
82	0.001076990473
83	0.001076571657
84	0.00107597375
85	0.001075576232
86	0.001075332575
87	0.00107424725
88	0.001073595483
89	0.001073454551
90	0.00107287025
91	0.001072445483
92	0.001071993177
93	0.001071579002
94	0.001071255348
95	0.001071028985
96	0.00107083816
97	0.001070538022
98	0.001070206836
99	0.001068963472
100	0.001068628633
101	0.001068440324
102	0.001067866619
103	0.00106777837
104	0.001066980828
105	0.001066765041
106	0.001066038908
107	0.001065675011
108	0.001065188956
109	0.001064647953
110	0.001064175152
111	0.001063834082
112	0.001063084445
113	0.00106289081
114	0.001062649473
115	0.001062352553
116	0.001061972805
117	0.001061836947
118	0.001060649479
119	0.001060300615
120	0.001059893062
121	0.001059433424
122	0.001059265789
123	0.001059187732
124	0.001058834239
125	0.001058510385
126	0.001057625927
127	0.001057385589
128	0.001056908582
129	0.001056785399
130	0.001056399848
131	0.001056373369
132	0.001056021656
133	0.001055639222
134	0.001055394473
135	0.001055206381
136	0.001054986509
137	0.001053964852
138	0.00105323731
139	0.001053075013
140	0.001052857245
141	0.001052718299
142	0.001052330029
143	0.001052183073
144	0.001051502373
145	0.001051340607
146	0.001049769006
147	0.001048897561
148	0.001048512313
149	0.001048225599
150	0.001047944686
151	0.001047495814
152	0.00104719901
153	0.001046600704
154	0.001046114056
155	0.001045783988
156	0.001045504886
157	0.001045134409
158	0.001044885398
159	0.001044390456
160	0.001044312962
161	0.001043831924
162	0.001043514126
163	0.001043190887
164	0.001043036956
165	0.001042643612
166	0.001042342326
167	0.001042113924
168	0.001041928445
169	0.001041755711
170	0.00104152754
171	0.001041323313
172	0.001040788223
173	0.001040772722
174	0.001040309588
175	0.001039446637
176	0.001039357597
177	0.001039279367
178	0.001039031588
179	0.001038933568
180	0.001038636116
181	0.001038518169
182	0.001038380205
183	0.001038297279
184	0.001038142755
185	0.001037757773
186	0.001036523971
187	0.001035965256
188	0.001035727601
189	0.001035325826
190	0.001035185242
191	0.001034830053
192	0.001034717687
193	0.001034467766
194	0.001034308412
195	0.001034204497
196	0.001034169241
197	0.001033979055
198	0.001033475605
199	0.001032420873
200	0.00103237063
201	0.001032174251
202	0.001031896764
203	0.001031733762
204	0.001031649764
205	0.001031450984
206	0.001031207889
207	0.001030218779
208	0.001029999047
209	0.00102968656
210	0.001029337409
211	0.001029227944
212	0.001029194891
213	0.001029088866
214	0.001028913892
215	0.001028680702
216	0.001028570451
217	0.001028194638
218	0.001028012469
219	0.001027698216
220	0.001027608051
221	0.001027520915
222	0.001027339798
223	0.001027111437
224	0.001026959931
225	0.001026779808
226	0.001026701589
227	0.001025762691
228	0.001025593539
229	0.001025469778
230	0.001025390879
231	0.00102530283
232	0.001025031281
233	0.001024680785
234	0.001024534231
235	0.001024334101
236	0.001024204922
237	0.001024053735
238	0.001023995396
239	0.001023807306
240	0.001023727201
241	0.001023530202
242	0.001023421376
243	0.001023330026
244	0.001022608168
245	0.001022536206
246	0.001022162761
247	0.001021811479
248	0.001020962816
249	0.00102089105
250	0.00102026303
251	0.001020122175
252	0.001019859683
253	0.001019319487
254	0.001018954077
255	0.001018866364
256	0.001018678541
257	0.001018555395
258	0.00101822754
259	0.001018132562
260	0.001018080768
261	0.001017866292
262	0.001017729543
263	0.001017622486
264	0.001017452923
265	0.001017344151
266	0.001017261581
267	0.001017224547
268	0.001017156462
269	0.001016932003
270	0.001016655442
271	0.001015731983
272	0.001015594882
273	0.001015354918
274	0.001015305198
275	0.001015219503
276	0.001015028142
277	0.001014852739
278	0.001014713017
279	0.00101452764
280	0.00101442131
281	0.001014162932
282	0.001013770533
283	0.001013657969
284	0.001013537595
285	0.001013481509
286	0.001013395786
287	0.001013268229
288	0.001013133333
289	0.001013017932
290	0.001012857335
291	0.001012825925
292	0.001012636241
293	0.001012582775
294	0.0010124102
295	0.001012310287
296	0.001012270977
297	0.001012234501
298	0.001012197345
299	0.001012015662
300	0.001011971663
301	0.001011862631
302	0.001011832269
303	0.001011755741
304	0.001011543523
305	0.001011415219
306	0.001011381536
307	0.001011274075
308	0.001011172657
309	0.001011082761
310	0.001010890258
311	0.001010776741
312	0.001010583081
313	0.001010552342
314	0.001010373164
315	0.001010135699
316	0.001010007794
317	0.001009963393
318	0.001009897199
319	0.00100977907
320	0.001008843505
321	0.001008699312
322	0.001008538978
323	0.001008417674
324	0.001008185664
325	0.001008076522
326	0.00100799311
327	0.001007437685
328	0.001007395906
329	0.001007269331
330	0.001007108471
331	0.001007030833
332	0.00100680501
333	0.00100664677
334	0.001006547745
335	0.001006475382
336	0.001006375873
337	0.001006278322
338	0.001006165694
339	0.001006097689
340	0.001005826866
341	0.00100575543
342	0.001005591343
343	0.001005191177
344	0.001004965664
345	0.001004945751
346	0.001004879803
347	0.001004663892
348	0.00100451823
349	0.001004427971
350	0.001004379038
351	0.001004215339
352	0.001004049406
353	0.00100393363
354	0.001003839522
355	0.001003749526
356	0.001003627126
357	0.001003504077
358	0.001003454226
359	0.001003348197
360	0.001003245685
361	0.001003147269
362	0.001003110699
363	0.001003005056
364	0.001002886212
365	0.001002832692
366	0.001002715848
367	0.001002612244
368	0.001002562763
369	0.001002396376
370	0.001002262326
371	0.001002130303
372	0.00100166153
373	0.00100150769
374	0.00100132443
375	0.00100119432
376	0.001001043351
377	0.001000991064
378	0.001000911756
379	0.001000835335
380	0.00100078208
381	0.001000764167
382	0.001000662746
383	0.001000622377
384	0.001000580502
385	0.00100048839
386	0.001000327635
387	0.001000277509
388	0.001000116788
389	0.0009999804507
390	0.0009998946541
391	0.0009997040394
392	0.0009994887036
393	0.0009992552167
394	0.0009989275637
395	0.0009988231397
396	0.0009987801535
397	0.0009986978456
398	0.0009985872916
399	0.0009984348328
400	0.000998360619
401	0.0009983012596
402	0.000997991643
403	0.0009978991206
404	0.0009978162702
405	0.000997653448
406	0.0009976418165
407	0.0009975583142
408	0.0009974915816
409	0.000997425382
410	0.0009963247095
411	0.0009962183903
412	0.0009960288007
413	0.0009959439413
414	0.0009957721876
415	0.0009956216807
416	0.0009953601315
417	0.0009952526463
418	0.000995098064
419	0.000995041063
420	0.0009949419169
421	0.0009949221227
422	0.0009949067357
423	0.0009947956508
424	0.000994724562
425	0.0009945250179
426	0.000994367391
427	0.000994249393
428	0.0009941334498
429	0.0009940454684
430	0.0009940002576
431	0.0009938318459
432	0.0009937647663
433	0.0009936632116
434	0.0009935746022
435	0.0009935335889
436	0.0009934939787
437	0.0009934525299
438	0.0009934137985
439	0.0009933200909
440	0.0009931821559
441	0.0009931512896
442	0.0009930648949
443	0.0009930038372
444	0.0009929663511
445	0.0009928623879
446	0.0009926932889
447	0.0009926585204
448	0.0009926161064
449	0.0009924783805
450	0.0009922744166
451	0.0009921943509
452	0.0009921257996
453	0.000992062393
454	0.000991949468
455	0.0009917377556
456	0.0009916375577
457	0.0009915116462
458	0.0009913773235
459	0.0009912885586
460	0.0009912115715
461	0.0009911489598
462	0.0009910928082
463	0.0009909480829
464	0.0009908237727
465	0.000990673688
466	0.0009904166003
467	0.0009903577833
468	0.0009902479474
469	0.0009901647341
470	0.0009900972043
471	0.0009900219187
472	0.0009899853937
473	0.0009899575798
474	0.0009898982769
475	0.0009897931041
476	0.0009896513349
477	0.0009895510602
478	0.0009894158569
479	0.0009893181489
480	0.0009891689877
481	0.000989077517
482	0.0009882571121
483	0.000988167511
484	0.0009880855112
485	0.0009880409815
486	0.0009878457376
487	0.0009876735835
488	0.0009876494531
489	0.0009876067255
490	0.0009875475611
491	0.0009874311981
492	0.0009873109978
493	0.0009872346062
494	0.0009870494739
495	0.0009869918876
496	0.0009868750499
497	0.0009867460372
498	0.0009866210137
499	0.0009865629405
500	0.0009865377399
501	0.0009864123517
502	0.0009863498675
503	0.0009861956224
504	0.0009861232892
505	0.0009860738304
506	0.0009859441826
507	0.0009858802101
508	0.0009857669191
509	0.0009853246048
510	0.0009851744861
511	0.0009850662737
512	0.0009850023547
513	0.0009848930449
514	0.0009847175946
515	0.0009846027995
516	0.0009845215585
517	0.0009844703906
518	0.000984219474
519	0.000984026147
520	0.0009839986889
521	0.0009839619745
522	0.0009837747419
523	0.0009837354591
524	0.0009836924966
525	0.0009836076475
526	0.000983362668
527	0.0009833129885
528	0.0009832616097
529	0.0009831998222
530	0.0009830845713
531	0.0009830608805
532	0.0009830144223
533	0.0009829772695
534	0.0009828939595
535	0.0009827713761
536	0.0009827324422
537	0.0009825770863
538	0.0009818517283
539	0.0009817234668
540	0.0009816937911
541	0.0009815915766
542	0.0009815006215
543	0.0009814478725
544	0.0009813360572
545	0.0009812205005
546	0.0009811654609
547	0.0009811367359
548	0.0009810497211
549	0.000980933826
550	0.0009807769646
551	0.0009806339301
552	0.0009805990114
553	0.0009805479319
554	0.000980450612
555	0.0009803331732
556	0.0009800829031
557	0.0009799687495
558	0.0009798871649
559	0.0009796860033
560	0.0009795789143
561	0.0009794922048
562	0.000979447827
563	0.0009794047847
564	0.0009792263514
565	0.0009791433686
566	0.0009790245109
567	0.0009789464619
568	0.0009788916045
569	0.0009787718625
570	0.0009787241376
571	0.0009786813157
572	0.0009786585991
573	0.0009786068502
574	0.0009785404823
575	0.0009784452528
576	0.0009783313936
577	0.000978309491
578	0.0009781885187
579	0.0009781486711
580	0.0009780590518
581	0.000977994934
582	0.0009779179322
583	0.0009778909285
584	0.0009778282851
585	0.0009777208019
586	0.0009776015552
587	0.0009775086043
588	0.0009774487262
589	0.0009773831671
590	0.0009773132082
591	0.0009772447378
592	0.0009771918973
593	0.0009771254415
594	0.0009770496488
595	0.0009769662952
596	0.0009768899284
597	0.0009768354268
598	0.0009767165132
599	0.0009766364071
600	0.0009765988633
601	0.0009765744411
602	0.0009765214077
603	0.0009764677707
604	0.000976344283
605	0.000976261474
606	0.000976231174
607	0.0009761057988
608	0.0009760164378
609	0.0009758359872
610	0.0009756709474
611	0.0009756052576
612	0.0009755490003
613	0.0009754314516
614	0.0009753587395
615	0.0009752765091
616	0.0009751533836
617	0.0009750930686
618	0.0009749588069
619	0.0009748711319
620	0.0009747530548
621	0.0009746387961
622	0.0009744897963
623	0.000974417746
624	0.0009743538918
625	0.0009742731071
626	0.0009741589393
627	0.0009740791559
628	0.0009739502139
629	0.0009738510653
630	0.0009737098632
631	0.0009736637032
632	0.0009735653783
633	0.0009734903994
634	0.0009733273182
635	0.0009732501576
636	0.0009732143128
637	0.0009731712117
638	0.0009731243913
639	0.000972974187
640	0.0009729231803
641	0.0009728294434
642	0.0009726730486
643	0.0009725691702
644	0.0009724923268
645	0.0009724605824
646	0.0009722307838
647	0.000972083254
648	0.0009714976515
649	0.000971460307
650	0.0009713978414
651	0.0009712803167
652	0.0009712160908
653	0.0009710477774
654	0.0009710191656
655	0.0009709708041
656	0.0009708579175
657	0.0009706911978
658	0.0009705760176
659	0.0009705484646
660	0.0009703604578
661	0.000970175695
662	0.0009701415114
663	0.0009700898925
664	0.0009699675357
665	0.000969921669
666	0.0009698101449
667	0.0009697051072
668	0.0009696141769
669	0.000969575987
670	0.0009693848309
671	0.0009692431544
672	0.0009686414981
673	0.0009685423512
674	0.0009684884765
675	0.0009681813856
676	0.0009680988098
677	0.0009677913959
678	0.000967726103
679	0.0009675602536
680	0.0009675203974
681	0.0009674607799
682	0.000967334071
683	0.0009672447386
684	0.0009670871947
685	0.0009670554769
686	0.0009667788296
687	0.0009665414328
688	0.000966422769
689	0.0009663847991
690	0.0009661856194
691	0.0009661008846
692	0.0009660576454
693	0.0009659465554
694	0.0009658743952
695	0.0009658505943
696	0.0009657164001
697	0.0009656448336
698	0.0009655257776
699	0.0009653736817
700	0.0009653209212
701	0.000965301174
702	0.0009652876376
703	0.0009652571656
704	0.0009651431997
705	0.0009650922642
706	0.0009650656099
707	0.0009649960016
708	0.0009649509382
709	0.000964833573
710	0.0009647122718
711	0.0009645951822
712	0.0009645203012
713	0.0009644871129
714	0.0009643552343
715	0.0009641996659
716	0.0009641684223
717	0.0009641236433
718	0.0009639895675
719	0.0009639527885
720	0.0009638101944
721	0.0009637149625
722	0.0009636430638
723	0.0009635867913
724	0.0009635214065
725	0.0009632362201
726	0.0009631632177
727	0.0009631256339
728	0.0009630469931
729	0.0009629526525
730	0.0009627977332
731	0.0009627189737
732	0.000962634809
733	0.0009626032659
734	0.0009625790937
735	0.0009624593761
736	0.0009624190087
737	0.0009623057671
738	0.0009618622013
739	0.0009617575474
740	0.0009616806648
741	0.0009616546672
742	0.0009615754562
743	0.0009615195917
744	0.000961355157
745	0.0009612907877
746	0.0009611453389
747	0.0009610693136
748	0.000961014376
749	0.0009609733548
750	0.0009609365884
751	0.0009608584435
752	0.000960833127
753	0.0009607551238
754	0.0009605873795
755	0.0009605236587
756	0.000960446021
757	0.0009603844969
758	0.0009602483729
759	0.000960214722
760	0.0009601503842
761	0.0009600715573
762	0.0009600495254
763	0.0009599807391
764	0.0009598630183
765	0.0009598434298
766	0.0009597262759
767	0.0009596511953
768	0.0009595848401
769	0.0009593838197
770	0.0009593425356
771	0.000959188793
772	0.000959163051
773	0.0009590808208
774	0.0009590212043
775	0.0009589654761
776	0.000958868296
777	0.0009588346011
778	0.0009586433785
779	0.000958528814
780	0.0009584423098
781	0.0009582130032
782	0.0009581935118
783	0.0009581128779
784	0.0009580978473
785	0.0009579574067
786	0.0009578531267
787	0.0009578244529
788	0.0009577058981
789	0.0009575584545
790	0.0009575333284
791	0.000957470112
792	0.0009574467166
793	0.0009573128432
794	0.0009572290394
795	0.0009571821633
796	0.0009569618408
797	0.0009568565809
798	0.0009568308945
799	0.0009567961208
800	0.0009567705823
801	0.000956579059
